ID,Account Type,Opening Balance,Closing Balance
O00646503,Balanced,34754.79,26846.81
C04879180,High Growth,17229.06,11284.48
T06335055,High Growth,34681.93,23143.64
Z05800656,Balanced,18664.11,14211.0
X09141370,High Growth,24663.31,16336.02
S05858392,High Growth,48430.21,32485.54
N05728945,Balanced,34541.44,26679.27
T06996991,Low Risk,19907.02,16896.59
S02105496,High Growth,19294.01,12687.61
K08094940,Balanced,43168.82,33454.25
O07753093,High Growth,11481.43,7378.99
D09241355,Balanced,58590.03,45564.34
N06527650,Balanced,10554.26,7842.43
E08681890,Low Risk,53908.93,45948.74
G09807859,Low Risk,17841.93,15132.12
H05783181,High Growth,69428.05,46753.49
Y00212027,Balanced,38056.8,29439.84
Z00494087,Balanced,36275.45,28040.97
K00736116,Balanced,16755.07,12711.85
K03295665,Low Risk,33288.28,28329.9
T08872106,Balanced,31088.36,23967.61
O07338968,Low Risk,15435.21,13075.76
C08196831,Low Risk,43938.1,37429.39
Z04646972,Low Risk,15555.31,13178.37
U07458351,Balanced,43275.56,33538.07
L07539751,High Growth,20524.06,13523.42
N06934293,Low Risk,48385.89,41229.71
A08163000,Low Risk,29194.3,24831.89
A05371553,Balanced,31420.66,24228.56
O06584692,High Growth,11206.37,7192.09
N04435525,Balanced,52304.76,40628.59
F07978487,Balanced,49260.65,38238.09
M03873976,High Growth,29806.05,19830.49
W00140179,Low Risk,17886.16,15169.91
K00746318,Low Risk,19059.48,16172.43
Q05621080,Balanced,19037.83,14504.48
K02239094,High Growth,37002.67,24720.57
E07036940,Low Risk,35876.29,30541.17
X06649108,Balanced,17423.88,13237.06
H07804427,Balanced,53699.67,41724.0
Q03985516,High Growth,18579.94,12202.4
P03266182,Balanced,23632.82,18112.87
L00420424,Balanced,53451.97,41529.48
R04256333,Balanced,18445.67,14039.46
Z09494341,Balanced,15418.12,11661.96
V07441799,Low Risk,27926.21,23748.4
X00747075,High Growth,26856.59,17826.35
U00265148,Balanced,45046.64,34928.88
Q01023190,Low Risk,38343.05,32648.83
J02469039,Low Risk,46371.92,39508.92
C03548469,High Growth,57723.94,38800.59
K05349779,Low Risk,30077.38,25586.42
D00345086,High Growth,37377.79,24975.46
H08573593,Low Risk,100418.24,85687.55
K03861422,High Growth,22819.39,15083.09
Y04726165,Balanced,56311.91,43775.36
N07969492,Balanced,55482.0,43123.64
S01152548,Low Risk,40072.12,34126.2
J01789376,High Growth,32094.31,21385.36
E02249478,Low Risk,37670.87,32074.5
R05981957,Balanced,16762.03,12717.32
T02170208,Low Risk,19323.33,16397.87
T01191293,Balanced,66960.67,52137.7
W03694018,Low Risk,27340.74,23248.16
B00240445,Balanced,86339.44,67355.61
G05168641,Balanced,20716.59,15822.79
Y05636211,Low Risk,27518.51,23400.05
Z00732379,Balanced,18665.06,14211.74
T02386602,High Growth,35659.37,23807.8
P02930268,Balanced,73429.94,57217.94
C00736535,High Growth,51609.76,34646.03
M07453209,High Growth,30888.73,20566.17
H00283258,High Growth,19437.99,12785.44
G08260303,Balanced,20316.3,15508.44
W02244085,Low Risk,44454.29,37870.44
C05815875,Low Risk,36659.35,31210.23
S03070556,High Growth,55251.17,37120.35
T09317010,Balanced,41464.23,32115.66
N07455950,High Growth,55880.05,37547.67
K08521029,Balanced,35684.63,27577.01
L01900748,Balanced,58502.96,45495.96
F00747426,Low Risk,57645.5,49141.37
G07590670,Low Risk,18441.35,15644.28
Q09634658,Low Risk,56927.03,48527.49
B05347220,High Growth,34497.72,23018.47
B09377934,Balanced,35054.6,27082.25
M05720931,Balanced,41613.05,32232.52
R05679864,Low Risk,60876.98,51902.43
E06644938,Balanced,22002.77,16832.81
V06769548,Low Risk,15702.07,13303.77
B07043035,Low Risk,34279.33,29176.68
E04765298,Balanced,45636.83,35392.35
I07505499,Balanced,35940.5,27777.94
M09361696,Low Risk,38294.05,32606.97
B00201301,High Growth,10565.8,6756.82
V00578994,High Growth,47638.7,31947.71
Z03860763,Balanced,45405.84,35210.95
T02851486,Balanced,23523.55,18027.06
Z07292448,Balanced,27333.6,21019.04
E06091942,High Growth,14781.73,9621.53
Y00033411,Balanced,90433.03,70570.26
P03732471,High Growth,42645.82,28555.07
T07430842,High Growth,8701.84,5490.27
L01389158,High Growth,23769.81,15728.89
V01006719,Low Risk,36302.84,30905.62
D00353096,Low Risk,13265.13,11221.58
U04243169,Low Risk,27164.69,23097.74
Y05730083,Balanced,15556.34,11770.5
E06533860,Balanced,44463.7,34471.1
P04772959,Low Risk,32098.66,27313.46
G02420208,High Growth,12398.42,8002.08
W04594981,High Growth,33591.67,22402.81
G08327938,High Growth,26196.54,17377.85
V01350786,Low Risk,29179.78,24819.49
P02500136,High Growth,27001.21,17924.62
N07952947,Balanced,42989.82,33313.68
N07673615,Low Risk,15289.55,12951.3
I02551592,Low Risk,23674.85,20115.93
Y09212960,Balanced,27566.06,21201.59
L08490118,Balanced,31019.64,23913.65
F07594643,Balanced,25902.98,19895.59
L01157329,High Growth,45989.41,30827.02
C01367990,Low Risk,44666.01,38051.34
Z07267902,Balanced,109527.07,85564.57
Y09921934,Low Risk,49912.96,42534.48
Q01866404,Balanced,8320.01,6087.9
S00415773,High Growth,55189.82,37078.67
K01906499,Balanced,39703.47,30732.95
M04840986,Low Risk,15944.0,13510.48
B08681482,Low Risk,28772.57,24471.56
H05712419,Balanced,24648.74,18910.66
C07047138,Balanced,16660.62,12637.68
F05061607,Balanced,19400.73,14789.46
C02617853,Balanced,38887.15,30091.91
C02310512,Balanced,17309.61,13147.33
R07044704,Low Risk,83025.24,70826.5
C01883689,High Growth,34546.25,23051.44
F06111001,Low Risk,35263.32,30017.43
B08988848,Balanced,66637.89,51884.22
Z04400814,Balanced,24813.33,19039.91
Q00156047,Balanced,28521.34,21951.76
L04894676,Balanced,37837.4,29267.55
Q06210565,Low Risk,45266.23,38564.18
A07673225,High Growth,25867.64,17154.36
A05287200,High Growth,18477.94,12133.09
J04228521,High Growth,9570.91,6080.8
M07165190,High Growth,19956.33,13137.65
O06750183,High Growth,42138.4,28210.28
A08721469,Low Risk,18844.25,15988.53
B07585968,Low Risk,16031.0,13584.81
K02953456,Balanced,28514.13,21946.1
H09532482,Low Risk,71562.38,61032.32
T09989399,Low Risk,32100.99,27315.45
Y07129560,High Growth,17663.07,11579.39
O02973411,Balanced,31677.52,24430.27
W01857455,High Growth,43331.85,29021.22
H03887950,High Growth,27963.68,18578.61
J02349553,Low Risk,24374.26,20713.52
A06713834,Balanced,93587.99,73047.81
L03983215,Balanced,37055.25,28653.34
U05792249,High Growth,22540.61,14893.66
I00832980,Low Risk,18748.48,15906.7
F03692905,Balanced,23889.22,18314.21
J05726342,High Growth,35438.33,23657.61
F09436983,Balanced,58023.38,45119.35
W08610728,High Growth,15056.65,9808.34
B01389325,High Growth,24458.27,16196.7
Y04244619,Low Risk,25364.77,21559.84
M00123989,Low Risk,29708.75,25271.45
J04993743,High Growth,38331.23,25623.32
X02756689,Balanced,97869.9,76410.34
S08103059,High Growth,34124.98,22765.19
D00846093,Low Risk,85045.75,72552.88
T07952749,Low Risk,17613.46,14936.91
A02397260,Balanced,12900.81,9685.15
M02504177,High Growth,26997.21,17921.9
N04334881,Low Risk,43858.55,37361.42
I01727141,High Growth,20381.7,13426.69
C00010749,High Growth,21457.31,14157.56
N08725666,High Growth,14964.09,9745.44
J01337123,Low Risk,40201.58,34236.81
A01757350,Low Risk,17547.26,14880.35
Y02186072,Balanced,11504.55,8588.68
T05014019,Balanced,47217.67,36633.76
M05075538,Low Risk,24088.14,20469.05
D01573356,High Growth,67829.97,45667.6
T09435251,Balanced,25197.62,19341.68
J06959042,High Growth,39539.16,26444.1
M07516834,Low Risk,15894.39,13468.09
F06322477,Balanced,24538.88,18824.38
V07664497,Balanced,62639.89,48744.64
M08600484,Balanced,48308.99,37490.76
V06911435,Balanced,36087.67,27893.51
G02110664,High Growth,36592.85,24442.1
J03195296,Low Risk,44424.57,37845.05
R03400851,High Growth,51133.06,34322.11
F09908177,Balanced,31908.11,24611.35
Z03419210,Balanced,49044.71,38068.51
E01010063,Low Risk,26498.95,22528.91
P05365720,High Growth,34745.25,23186.66
M00096733,Balanced,73598.72,57350.48
C06517341,Low Risk,25546.73,21715.31
L06700000,High Growth,31775.44,21168.69
K07887444,High Growth,17561.5,11510.37
G00661684,Low Risk,35099.91,29877.81
P04582146,Balanced,15006.55,11338.76
Z08459712,Balanced,11801.08,8821.54
O01925271,High Growth,30258.91,20138.21
D04903382,High Growth,43682.68,29259.61
N01232229,Balanced,32412.04,25007.08
T02877287,High Growth,32849.85,21898.74
S07668366,Balanced,44806.07,34739.96
S02193783,Balanced,11922.14,8916.61
F06191879,Balanced,15112.64,11422.07
H08003386,High Growth,38597.8,25804.45
I01913407,Balanced,16748.33,12706.56
E07728756,High Growth,41560.92,27817.88
I04598434,Balanced,26241.44,20161.38
H06831116,Low Risk,63246.42,53926.94
E08276077,Balanced,8624.27,6326.83
K06815182,Balanced,23743.82,18200.03
U06139215,Low Risk,58807.27,50134.01
E08436596,Balanced,25260.25,19390.87
J03236881,Balanced,17275.95,13120.89
E05824305,Low Risk,15807.14,13393.54
L07046499,Balanced,18297.53,13923.13
W08754761,Low Risk,19275.01,16356.58
P00577470,High Growth,23696.14,15678.84
W00700525,Low Risk,15126.64,12812.11
X07793439,Low Risk,24601.67,20907.83
Y04220214,High Growth,30040.96,19990.12
A01010022,High Growth,39752.83,26589.29
C04654501,High Growth,32106.84,21393.87
H06986700,Low Risk,20265.23,17202.66
H09280796,Low Risk,40703.74,34665.87
B05293883,High Growth,35423.24,23647.35
C01775641,Balanced,19991.61,15253.47
H04569125,High Growth,66965.19,45079.98
N04709765,High Growth,28221.22,18753.61
Y09479972,Balanced,20633.19,15757.29
H03770907,High Growth,14634.88,9521.75
I05494153,Low Risk,42483.92,36186.9
G05041310,High Growth,19274.88,12674.61
U06906153,Balanced,44510.94,34508.2
G05205055,Balanced,36411.8,28148.04
O08043497,High Growth,14653.68,9534.52
I06471184,Balanced,53766.72,41776.65
Z08489886,Balanced,41476.15,32125.02
A08700320,Balanced,111986.09,87495.61
H05583028,High Growth,11324.12,7272.1
D05552310,Low Risk,10530.56,8885.09
D05439782,High Growth,48153.26,32297.35
P07775404,Low Risk,11154.39,9418.11
D07920011,Low Risk,57026.0,48612.05
I06711190,Balanced,70114.82,54614.61
X03524354,High Growth,30211.95,20106.3
N05532336,Low Risk,42542.96,36237.35
D06880316,Low Risk,48571.26,41388.09
D01990130,High Growth,26674.54,17702.65
F00653868,Low Risk,43711.06,37235.4
N02834901,Balanced,30686.2,23651.8
A05772124,Low Risk,27342.13,23249.35
C01118108,Balanced,28318.47,21792.45
O09406508,Balanced,33109.29,25554.62
P03158294,High Growth,16857.74,11032.17
T00073281,Balanced,24192.24,18552.17
K00891071,Balanced,39544.94,30608.46
Q00817879,Balanced,42032.01,32561.53
M06559492,Balanced,43726.37,33892.09
V06756882,Balanced,19089.0,14544.66
T09824949,Balanced,34593.46,26720.12
E05724198,Low Risk,28768.97,24468.48
B05188938,Balanced,29996.94,23110.53
D08471528,High Growth,20355.46,13408.86
E03693959,High Growth,51709.32,34713.68
J06362384,High Growth,37849.4,25295.92
N00312349,High Growth,46594.4,31238.11
W05286111,Low Risk,28184.06,23968.72
W09954544,High Growth,20948.06,13811.53
J07434085,High Growth,80699.98,54412.72
J05930126,Balanced,50413.97,39143.78
C05622101,Low Risk,50925.75,43399.83
D02993783,High Growth,35664.22,23811.1
U03456553,Low Risk,45401.31,38679.6
Y08267910,High Growth,24266.32,16066.27
Y00496686,Balanced,28805.81,22175.15
I01028399,Low Risk,27474.93,23362.82
P03796882,High Growth,28044.7,18633.66
K07887258,Low Risk,29787.51,25338.75
P07626506,Low Risk,30472.84,25924.31
I06290922,Low Risk,23337.92,19828.04
W05721440,Low Risk,52755.66,44963.35
I04648013,Low Risk,16820.12,14259.06
Y09543573,Low Risk,33004.59,28087.51
I06567348,Balanced,46790.38,36298.22
X00410895,Low Risk,21551.53,18301.7
E06716376,Balanced,25551.58,19619.64
X05402233,High Growth,51149.5,34333.28
G08880388,High Growth,18885.78,12410.22
R06439635,Low Risk,32497.37,27654.13
L04300091,Low Risk,22525.95,19134.28
H07078435,High Growth,17704.23,11607.36
Z09331677,Low Risk,63680.48,54297.82
Z06874065,Low Risk,18491.68,15687.29
W00376780,Balanced,60008.17,46677.99
S00428064,Low Risk,18097.97,15350.89
K07282931,Low Risk,25860.21,21983.16
Y01617438,Balanced,29779.47,22939.76
U00277557,Balanced,46223.85,35853.33
U01972884,High Growth,18063.13,11851.23
B03172311,Balanced,39855.1,30852.02
Y04360094,Balanced,32900.12,25390.36
B02619106,Balanced,32438.71,25028.02
G06667776,Balanced,12766.37,9579.58
U02636809,Low Risk,55848.58,47606.03
E06154924,Low Risk,34573.13,29427.71
H09796161,High Growth,29289.63,19479.59
U06850243,Balanced,16675.33,12649.23
O03232924,Low Risk,43836.15,37342.28
D02418853,High Growth,20445.44,13470.0
R00730561,Low Risk,25829.11,21956.58
Q04589308,High Growth,43865.64,29383.93
K05015458,Low Risk,34126.61,29046.19
S08003215,High Growth,31012.76,20650.45
B08557549,Low Risk,32836.01,27943.47
X06827039,High Growth,48758.66,32708.72
Q02925808,Balanced,47195.13,36616.06
Y04971508,High Growth,50904.27,34166.65
H02881620,High Growth,58776.15,39515.56
I04456707,Balanced,27218.03,20928.29
U02547367,Low Risk,25559.73,21726.42
T01818201,Balanced,32220.03,24856.3
F05641164,Balanced,36147.98,27940.87
W04066644,High Growth,68211.28,45926.7
D01711154,High Growth,51695.34,34704.18
W05541328,Balanced,16340.81,12386.54
B09295149,Low Risk,43955.36,37444.14
L00149113,Balanced,18168.46,13821.77
C08353305,High Growth,31397.77,20912.06
U05217728,Low Risk,14864.01,12587.71
A06910563,Balanced,24309.23,18644.04
H01472515,High Growth,7678.07,4794.62
L02282054,High Growth,30258.89,20138.2
C07416153,Low Risk,17268.61,14642.26
Z07795719,Balanced,32551.01,25116.21
W08888505,Balanced,33597.55,25938.05
R08045690,High Growth,56817.86,38184.91
E04072152,Low Risk,47646.4,40597.87
Z05101316,High Growth,26279.04,17433.91
I08605979,Balanced,14500.13,10941.08
A01587242,Low Risk,28725.8,24431.59
M03394315,Balanced,50550.03,39250.62
U00029959,Balanced,36793.59,28447.86
Y00865969,High Growth,35416.54,23642.8
O04795640,High Growth,27128.14,18010.87
B01521184,Low Risk,28862.51,24548.4
Q02441416,Low Risk,35837.99,30508.44
T07788030,Balanced,49126.75,38132.94
J05089835,Balanced,20267.21,15469.89
Y02437879,Balanced,40643.55,31471.19
D02934521,Balanced,36832.51,28478.42
E06518247,Balanced,20663.11,15780.79
U07544304,Low Risk,39711.11,33817.74
J06805559,Balanced,36406.33,28143.75
L09457524,Balanced,34497.84,26645.03
P09078140,Balanced,31649.23,24408.06
V02141535,Low Risk,21134.11,17945.05
T04186530,Low Risk,15810.37,13396.3
R09101480,Low Risk,12072.05,10202.18
W03492822,Balanced,34254.15,26453.67
C05965769,Balanced,28413.81,21867.32
U05052069,Balanced,28799.85,22170.47
D03707671,High Growth,39956.17,26727.46
X06062410,High Growth,24691.73,16355.33
K04544520,High Growth,27153.51,18028.1
Y07540144,High Growth,70663.68,47593.09
E06717136,High Growth,27027.1,17942.21
C09603816,Balanced,14461.6,10910.82
L08210615,Balanced,14980.19,11318.06
D07817823,High Growth,38028.73,25417.77
Q01375659,Low Risk,38841.33,33074.58
S05402420,Low Risk,22098.55,18769.09
M05428583,High Growth,12686.62,8197.91
M00586679,High Growth,49551.64,33247.54
I01251437,Low Risk,69684.34,59427.68
O05428737,Balanced,26531.17,20388.9
C02038141,Low Risk,17993.08,15261.27
P07407781,Balanced,39047.59,30217.9
A03925515,Low Risk,80779.48,68907.66
M03379963,Balanced,23358.38,17897.35
X04899390,Balanced,13840.81,10423.32
O02271401,Balanced,21531.64,16462.83
A06250846,High Growth,31032.35,20663.76
Z08505981,Low Risk,54567.16,46511.15
S06378423,Balanced,44423.97,34439.9
F03403745,Low Risk,72551.65,61877.58
P07724614,High Growth,36006.33,24043.56
R06569869,Low Risk,45880.54,39089.07
L00983613,Balanced,22148.12,16946.95
F07790829,High Growth,60796.95,40888.69
J04438419,Low Risk,39372.22,33528.18
I06257404,Low Risk,31305.02,26635.35
T01083790,High Growth,28065.4,18647.73
K03994003,High Growth,33197.27,22134.82
U09702963,High Growth,19690.89,12957.28
R00880301,High Growth,20147.15,13267.31
S01043620,High Growth,52905.9,35526.75
O00600437,Balanced,18473.26,14061.13
E08091724,High Growth,51104.13,34302.46
E07896689,Balanced,17520.87,13313.23
O03310466,Balanced,18469.9,14058.49
U05290227,Low Risk,44434.15,37853.23
W06441262,Low Risk,51531.4,43917.31
T02654872,High Growth,34416.15,22963.04
F07040706,High Growth,19827.11,13049.85
P00152882,Balanced,25296.6,19419.41
V05051261,High Growth,15885.86,10371.78
L06878749,Low Risk,44488.14,37899.36
Z04239769,Balanced,63105.12,49109.98
C06875658,High Growth,21071.03,13895.08
F00540628,Balanced,33800.12,26097.12
F05882803,Balanced,46262.47,35883.65
G02149063,High Growth,22393.21,14793.5
J01443509,High Growth,18859.8,12392.56
I08345881,Balanced,70328.04,54782.05
B07273360,Balanced,24010.18,18409.2
X00227928,High Growth,53513.1,35939.34
A09136736,High Growth,22277.3,14714.74
B00606663,High Growth,13555.18,8788.09
G01329153,Low Risk,18444.29,15646.8
C09581597,Balanced,98935.08,77246.81
V08281787,Balanced,21729.02,16617.83
K09690346,Low Risk,25307.07,21510.54
C01387186,Balanced,22048.87,16869.01
G04862832,Low Risk,62314.44,53130.63
Q05477601,Low Risk,14413.57,12202.84
L05269471,Balanced,26747.35,20558.67
K08761926,Low Risk,20295.76,17228.74
M02430196,Balanced,35594.63,27506.33
F09980020,High Growth,33399.54,22272.26
Q00958130,Balanced,61697.68,48004.74
D03688229,Balanced,23577.6,18069.5
S06571977,High Growth,42085.6,28174.4
M04960457,Balanced,35536.73,27460.86
V04073542,High Growth,25101.56,16633.81
D06308272,High Growth,35622.6,23782.82
R09774387,Low Risk,40730.24,34688.51
O01917585,Balanced,18389.6,13995.43
N08026488,Balanced,25164.74,19315.86
T00058349,Low Risk,32767.01,27884.51
M05477092,Balanced,30820.75,23757.46
O09933471,High Growth,15716.66,10256.81
E05148435,Low Risk,34724.45,29557.0
Q03706465,Balanced,42474.19,32908.76
H05214724,Low Risk,19374.04,16441.2
L06020638,Low Risk,32691.12,27819.67
N08680920,Low Risk,25520.39,21692.81
P04198663,High Growth,62751.21,42216.6
C03572483,Balanced,29364.44,22613.84
E07070671,High Growth,20023.57,13183.34
I04132399,Low Risk,36183.58,30803.72
Q09759166,High Growth,16602.05,10858.43
G02375575,Low Risk,65518.58,55868.34
Z03070913,High Growth,21148.19,13947.51
J03309990,Low Risk,53610.18,45693.48
Z09575041,Low Risk,20026.05,16998.29
I00995069,Balanced,71635.11,55808.48
P06022861,High Growth,17275.26,11315.87
Y05815797,Low Risk,42828.73,36481.52
I09988010,Low Risk,34010.73,28947.18
W07788436,Balanced,15792.98,11956.34
D05411137,Low Risk,11761.92,9937.2
G05592448,Low Risk,30346.92,25816.72
S01248125,Balanced,15823.47,11980.28
I07084461,High Growth,60785.96,40881.22
G08933131,Balanced,20175.99,15398.26
Y00857587,High Growth,87070.12,58741.2
B08952463,Low Risk,33766.36,28738.38
N08896130,Low Risk,41872.3,35664.32
E06757604,Balanced,27837.3,21414.59
D04497404,Balanced,12449.11,9330.43
A02319930,Low Risk,43436.69,37000.98
Y01985498,Balanced,31362.16,24182.62
B06026293,High Growth,51665.02,34683.58
I06182253,Low Risk,32643.8,27779.24
U02664344,High Growth,26414.04,17525.64
Y01748207,Low Risk,45389.22,38669.27
C09169422,Low Risk,44976.16,38316.34
J04678176,Balanced,71687.01,55849.24
M08214505,Low Risk,39276.4,33446.31
C07297933,Balanced,21218.25,16216.73
U00047385,High Growth,35549.82,23733.36
G06641265,Balanced,43771.85,33927.8
N00958494,High Growth,13643.51,8848.11
R07673154,Balanced,15569.72,11781.01
Y04093969,Low Risk,36592.33,31152.97
D00076439,Balanced,47857.32,37136.07
D05261209,High Growth,19532.53,12849.68
G08717463,High Growth,40657.35,27203.91
V07211278,High Growth,37657.22,25165.33
M08468927,Balanced,37166.55,28740.74
N00958823,High Growth,51064.89,34275.79
U02155842,High Growth,23136.9,15298.83
X03549265,Balanced,16944.8,12860.85
S01684192,Balanced,46817.51,36319.52
Z06262371,Balanced,49714.92,38594.82
B00339834,Low Risk,39993.14,34058.71
G09035882,Balanced,26875.31,20659.15
B00026292,Balanced,73680.33,57414.57
Z02860508,Low Risk,9775.19,8239.68
